# RxNorm current prescribable content 2026-09-08: 79604 FDA products keyed by labeler-product digits, their RXCUI, and the clinical drug a brand is a tradename of. Courtesy of the U.S. National Library of Medicine (NLM), National Institutes of Health, Department of Health and Human Services; NLM is not responsible for the product and does not endorse or recommend this or any other product.
000060277	665036	2709603
000060325	1547114	1547112
000060335	1547118	1547116
000060461	404465	403810
000060462	404466	403811
000060464	644278	644088
000060473	1235595	1235593
000060477	1235591	1235588
000060568	668606	668579
000060575	861821	2709491
000060577	861771	2709488
000063025	1855057	1855052
000063026	1657751	1657750
000063061	1731082	1731077
000063066	1729311	1729308
000063069	2055766	2055760
000063074	1734642	1734636
000063075	1988671	1988666
000063076	1988675	1988673
000063080	1924315	1924313
000063083	2723769	2723762
000063516	1726216	1726214
000063603	1486841	1486838
000063822	828757	828755
000063823	828541	828539
000063843	1734686	1734683
000063856	2184147	2184142
000063862	754509	754508
000065003	1988657	1988652
000065004	1988661	1988660
000065007	2055815	2055813
000065028	2475856	2475854
000065029	2475860	2475858
000065030	2475852	2475846
000065073	2716816	2716809
000065083	2723772	2723771
000065084	2747756	
000065085	2693193	2693191
000065086	2693189	2693185
000065087	2678949	2678948
000065088	2678951	2678950
000065090	2678943	2678937
000065091	2678947	2678945
000065092	2741700	2741694
000065331	2567237	2567231
000065363	1992816	1992810
000065364	1992821	1992819
000065367	1992837	1992835
000065368	1992832	1992826
000065369	1992695	1992693
000065370	1992703	1992701
000065373	1992691	1992685
000065374	1992700	1992698
000065423	1726997	1726992
000065425	1727001	1727000
000080100	1942959	1942954
000080423	1858981	
000080841	284400	314200
000080843	352125	251872
000080844	763308	763306
000080923	885257	283669
000081123	1441740	1441392
000081179	725108	722289
000081210	1607619	1607617
000081211	790290	1874559
000081222	790267	1874553
000084001	885257	283669
000084510	1944704	1944701
000084990	584201	581531
000084994	584201	581531
000090003	1743722	1743720
000090005	1738589	1738586
000090011	105398	238755
000090012	208680	197787
000090013	1738592	1738590
000090016	1738596	1738594
000090018	1743729	1743726
000090020	207136	197969
000090022	207137	197973
000090029	141927	308047
000090031	208712	197782
000090039	207191	311659
000090044	208816	197783
000090047	1743707	1743704
000090051	1000124	1000114
000090056	260330	259966
000090065	1000139	1000135
000090073	207138	328161
000090082	1726335	1726333
000090085	835831	835829
000090086	835842	835840
000090090	214003	197321
000090094	214004	197322
000090104	102787	239212
000090107	102787	239212
000090112	1726325	1726324
000090215	105467	237212
000090225	748746	197518
000090260	1048452	1048450
000090271	206417	310187
000090274	1358512	1358510
000090280	1358612	1358610
000090287	1000145	1000141
000090306	1358619	1358617
000090331	748750	309329
000090347	835831	835829
000090395	748748	284215
000090417	835842	835840
000090450	1048447	1048445
000090698	207193	314099
000090746	1000128	1000126
000090758	207193	314099
000090760	748743	562266
000090775	1737579	1737578
000090825	105398	238755
000090850	1357888	1357886
000090856	213638	238014
000090870	1737245	1737244
000090902	1737582	1737581
000093051	1737245	1737244
000093073	1743781	1743779
000093169	105467	237212
000093329	804973	197519
000093359	208397	309922
000093448	882536	309337
000093475	1743856	1743855
000093701	103956	242691
000093794	979122	979120
000094073	1737579	1737578
000094709	1000158	1000156
000095091	1732183	1732182
000095093	1732187	1732186
000095095	1737582	1737581
000095136	581614	311345
000095138	262091	311347
000095140	1662286	1662285
000095181	763472	763470
000095182	763474	763473
000095401	1797888	1797886
000097166	404457	403806
000097168	404458	403807
000097188	404459	403808
000097199	1549456	1549323
000097200	1549454	1549452
000097376	1000154	1000153
000097529	1726321	1726319
000097663	261317	310261
000097667	882533	259233
000097686	226922	226921
000097807	1662286	1662285
000130101	208437	198232
000130102	724154	313142
000131042	848330	848328
000131114	208104	238720
000132576	1791501	1791500
000132586	1791499	1791498
000132596	1791495	1791493
000132626	763489	763488
000132646	996559	996558
000132649	762833	762830
000132650	762836	762834
000132651	762839	762837
000132652	762843	762841
000132653	762875	762873
000132654	762849	762846
000132655	762852	762850
000132656	762859	762857
000132657	762868	762866
000132658	762897	762895
000230240	702008	
000230312	701984	
000230403	1188426	
000230506	359969	
000230667	702008	
000230795	1188426	
000230798	1188426	
000231145	860195	860192
000231230	103568	
000232181	860109	860107
000233110	1100650	
000233205	1009341	1009339
000233240	1100650	
000233348	854181	854177
000233416	1100650	
000233507	858366	858364
000233615	992399	992395
000233616	1041497	1041495
000233670	701858	607295
000233782	1100650	
000233919	1726296	1726293
000233921	897368	897366
000233988	1241471	
000234230	1241471	
000234290	1000089	1000085
000234291	1000089	1000085
000234307	1241471	
000234491	1241471	
000234515	1100650	
000234554	579907	
000235301	402092	351291
000235459	1726416	
000235773	1241471	
000235858	1605257	1605252
000235862	1809905	1421461
000236082	206216	311144
000236118	351750	312466
000236150	153579	312643
000236151	153580	312645
000236153	404448	403799
000236498	2268231	2268229
000236501	2268227	2268221
000236630	1100650	
000236634	1100650	
000236952	1241471	
000236954	1241471	
000237151	1241471	
000239163	2572293	2572292
000239177	861210	861208
000239205	579907	
000239211	861637	861635
000239232	1726313	860192
000239277	860105	860103
000239321	861206	861204
000239637	404448	403799
000239652	2286607	2286602
000240654	2282028	2282023
000240656	2282032	2282031
